day_order,day,stress_type,actual_environment,microbe_trays,no_microbe_trays,microbe_emerged_cells_proxy_mean,no_microbe_emerged_cells_proxy_mean,emerged_cells_proxy_difference,microbe_mean_green_cover_pct_mean,no_microbe_mean_green_cover_pct_mean,mean_green_cover_pct_difference,microbe_mean_ndvi_mean,no_microbe_mean_ndvi_mean,mean_ndvi_difference,microbe_mean_ndre_mean,no_microbe_mean_ndre_mean,mean_ndre_difference,microbe_mean_gndvi_mean,no_microbe_mean_gndvi_mean,mean_gndvi_difference
1,Day 1,Heat,Inside,2,2,1.0,0.5,0.5,0.02633000270051309,0.018481636510937077,0.007848366189576014,0.3129440568387508,0.3151978103177888,-0.002253753479038001,-0.03587556398997549,-0.047242255668554986,0.011366691678579496,0.12769471928352558,0.10492526200125993,0.022769457282265648
1,Day 1,Ideal,Inside,1,1,2.0,0.0,2.0,0.03932622198217661,0.011645962732919252,0.02768025924925736,0.3285934939980507,0.3130447506904602,0.015548743307590485,-0.016500947799067946,-0.03516430604088652,0.018663358241818577,0.15522865039695585,0.13195389644908054,0.023274753947875315
1,Day 1,Ideal,Outside,1,1,0.0,0.0,0.0,0.014515257899000808,0.005063462057790981,0.009451795841209826,0.32565512252705436,0.30454211703368594,0.02111300549336842,-0.029057813447434456,-0.053213660066415154,0.024155846618980698,0.16053182843274305,0.09460953494957981,0.06592229348316324
1,Day 1,Moisture,Inside,1,1,1.0,0.0,1.0,0.02025384823116392,0.0077639751552794995,0.012489873075884419,0.3114048830100468,0.31506035796233584,-0.0036554749522890173,-0.037488668199927945,-0.05433930740691721,0.016850639206989267,0.10530992866759854,0.07680348048784903,0.02850644817974951
1,Day 1,Moisture,Outside,1,1,0.0,0.0,0.0,0.011814744801512286,0.007595193086686468,0.004219551714825818,0.30879942221300943,0.30467844499008995,0.004120977222919486,-0.03594765435970788,-0.06077373969185698,0.024826085332149105,0.12044767937955579,0.08664703246488768,0.03380064691466811
