accepted_days,accepted_day_count,expected_trays_per_day,analysed_day_tray_groups,usable_crops,qa_passed_crops,rgb_cell_rows,ms_cell_rows,master_summary_rows,output_file_count,output_root
Day 1,1,12,12,12,12,840,840,12,191,C:\Users\rahma\Downloads\RINA_Internship_Analysis\outputs\Third Trial
