day_order,day,tray_no,tray,capture_id,cell_id,row,column,x0,y0,x1,y1,inner_x0,inner_y0,inner_x1,inner_y1
3,Day 3,4,Tray 4,DJI_20260621125808_0004,37,4,7,720,360,840,480,734,374,826,466
3,Day 3,4,Tray 4,DJI_20260621125808_0004,38,4,8,840,360,960,480,854,374,946,466
3,Day 3,4,Tray 4,DJI_20260621125808_0004,39,4,9,960,360,1080,480,974,374,1066,466
3,Day 3,4,Tray 4,DJI_20260621125808_0004,40,4,10,1080,360,1200,480,1094,374,1186,466
3,Day 3,4,Tray 4,DJI_20260621125808_0004,41,5,1,0,480,120,600,14,494,106,586
3,Day 3,4,Tray 4,DJI_20260621125808_0004,42,5,2,120,480,240,600,134,494,226,586
3,Day 3,4,Tray 4,DJI_20260621125808_0004,43,5,3,240,480,360,600,254,494,346,586
3,Day 3,4,Tray 4,DJI_20260621125808_0004,44,5,4,360,480,480,600,374,494,466,586
3,Day 3,4,Tray 4,DJI_20260621125808_0004,45,5,5,480,480,600,600,494,494,586,586
3,Day 3,4,Tray 4,DJI_20260621125808_0004,46,5,6,600,480,720,600,614,494,706,586
3,Day 3,4,Tray 4,DJI_20260621125808_0004,47,5,7,720,480,840,600,734,494,826,586
3,Day 3,4,Tray 4,DJI_20260621125808_0004,48,5,8,840,480,960,600,854,494,946,586
3,Day 3,4,Tray 4,DJI_20260621125808_0004,49,5,9,960,480,1080,600,974,494,1066,586
3,Day 3,4,Tray 4,DJI_20260621125808_0004,50,5,10,1080,480,1200,600,1094,494,1186,586
3,Day 3,4,Tray 4,DJI_20260621125808_0004,51,6,1,0,600,120,720,14,614,106,706
3,Day 3,4,Tray 4,DJI_20260621125808_0004,52,6,2,120,600,240,720,134,614,226,706
3,Day 3,4,Tray 4,DJI_20260621125808_0004,53,6,3,240,600,360,720,254,614,346,706
3,Day 3,4,Tray 4,DJI_20260621125808_0004,54,6,4,360,600,480,720,374,614,466,706
3,Day 3,4,Tray 4,DJI_20260621125808_0004,55,6,5,480,600,600,720,494,614,586,706
3,Day 3,4,Tray 4,DJI_20260621125808_0004,56,6,6,600,600,720,720,614,614,706,706
3,Day 3,4,Tray 4,DJI_20260621125808_0004,57,6,7,720,600,840,720,734,614,826,706
3,Day 3,4,Tray 4,DJI_20260621125808_0004,58,6,8,840,600,960,720,854,614,946,706
3,Day 3,4,Tray 4,DJI_20260621125808_0004,59,6,9,960,600,1080,720,974,614,1066,706
3,Day 3,4,Tray 4,DJI_20260621125808_0004,60,6,10,1080,600,1200,720,1094,614,1186,706
3,Day 3,4,Tray 4,DJI_20260621125808_0004,61,7,1,0,720,120,840,14,734,106,826
3,Day 3,4,Tray 4,DJI_20260621125808_0004,62,7,2,120,720,240,840,134,734,226,826
3,Day 3,4,Tray 4,DJI_20260621125808_0004,63,7,3,240,720,360,840,254,734,346,826
3,Day 3,4,Tray 4,DJI_20260621125808_0004,64,7,4,360,720,480,840,374,734,466,826
3,Day 3,4,Tray 4,DJI_20260621125808_0004,65,7,5,480,720,600,840,494,734,586,826
3,Day 3,4,Tray 4,DJI_20260621125808_0004,66,7,6,600,720,720,840,614,734,706,826
3,Day 3,4,Tray 4,DJI_20260621125808_0004,67,7,7,720,720,840,840,734,734,826,826
3,Day 3,4,Tray 4,DJI_20260621125808_0004,68,7,8,840,720,960,840,854,734,946,826
3,Day 3,4,Tray 4,DJI_20260621125808_0004,69,7,9,960,720,1080,840,974,734,1066,826
3,Day 3,4,Tray 4,DJI_20260621125808_0004,70,7,10,1080,720,1200,840,1094,734,1186,826
3,Day 3,5,Tray 5,DJI_20260621125931_0005,1,1,1,0,0,120,120,14,14,106,106
3,Day 3,5,Tray 5,DJI_20260621125931_0005,2,1,2,120,0,240,120,134,14,226,106
3,Day 3,5,Tray 5,DJI_20260621125931_0005,3,1,3,240,0,360,120,254,14,346,106
3,Day 3,5,Tray 5,DJI_20260621125931_0005,4,1,4,360,0,480,120,374,14,466,106
3,Day 3,5,Tray 5,DJI_20260621125931_0005,5,1,5,480,0,600,120,494,14,586,106
3,Day 3,5,Tray 5,DJI_20260621125931_0005,6,1,6,600,0,720,120,614,14,706,106
3,Day 3,5,Tray 5,DJI_20260621125931_0005,7,1,7,720,0,840,120,734,14,826,106
3,Day 3,5,Tray 5,DJI_20260621125931_0005,8,1,8,840,0,960,120,854,14,946,106
3,Day 3,5,Tray 5,DJI_20260621125931_0005,9,1,9,960,0,1080,120,974,14,1066,106
3,Day 3,5,Tray 5,DJI_20260621125931_0005,10,1,10,1080,0,1200,120,1094,14,1186,106
3,Day 3,5,Tray 5,DJI_20260621125931_0005,11,2,1,0,120,120,240,14,134,106,226
3,Day 3,5,Tray 5,DJI_20260621125931_0005,12,2,2,120,120,240,240,134,134,226,226
3,Day 3,5,Tray 5,DJI_20260621125931_0005,13,2,3,240,120,360,240,254,134,346,226
3,Day 3,5,Tray 5,DJI_20260621125931_0005,14,2,4,360,120,480,240,374,134,466,226
3,Day 3,5,Tray 5,DJI_20260621125931_0005,15,2,5,480,120,600,240,494,134,586,226
3,Day 3,5,Tray 5,DJI_20260621125931_0005,16,2,6,600,120,720,240,614,134,706,226
3,Day 3,5,Tray 5,DJI_20260621125931_0005,17,2,7,720,120,840,240,734,134,826,226
3,Day 3,5,Tray 5,DJI_20260621125931_0005,18,2,8,840,120,960,240,854,134,946,226
3,Day 3,5,Tray 5,DJI_20260621125931_0005,19,2,9,960,120,1080,240,974,134,1066,226
3,Day 3,5,Tray 5,DJI_20260621125931_0005,20,2,10,1080,120,1200,240,1094,134,1186,226
3,Day 3,5,Tray 5,DJI_20260621125931_0005,21,3,1,0,240,120,360,14,254,106,346
3,Day 3,5,Tray 5,DJI_20260621125931_0005,22,3,2,120,240,240,360,134,254,226,346
3,Day 3,5,Tray 5,DJI_20260621125931_0005,23,3,3,240,240,360,360,254,254,346,346
3,Day 3,5,Tray 5,DJI_20260621125931_0005,24,3,4,360,240,480,360,374,254,466,346
3,Day 3,5,Tray 5,DJI_20260621125931_0005,25,3,5,480,240,600,360,494,254,586,346
3,Day 3,5,Tray 5,DJI_20260621125931_0005,26,3,6,600,240,720,360,614,254,706,346
3,Day 3,5,Tray 5,DJI_20260621125931_0005,27,3,7,720,240,840,360,734,254,826,346
3,Day 3,5,Tray 5,DJI_20260621125931_0005,28,3,8,840,240,960,360,854,254,946,346
3,Day 3,5,Tray 5,DJI_20260621125931_0005,29,3,9,960,240,1080,360,974,254,1066,346
3,Day 3,5,Tray 5,DJI_20260621125931_0005,30,3,10,1080,240,1200,360,1094,254,1186,346
3,Day 3,5,Tray 5,DJI_20260621125931_0005,31,4,1,0,360,120,480,14,374,106,466
3,Day 3,5,Tray 5,DJI_20260621125931_0005,32,4,2,120,360,240,480,134,374,226,466
3,Day 3,5,Tray 5,DJI_20260621125931_0005,33,4,3,240,360,360,480,254,374,346,466
3,Day 3,5,Tray 5,DJI_20260621125931_0005,34,4,4,360,360,480,480,374,374,466,466
3,Day 3,5,Tray 5,DJI_20260621125931_0005,35,4,5,480,360,600,480,494,374,586,466
3,Day 3,5,Tray 5,DJI_20260621125931_0005,36,4,6,600,360,720,480,614,374,706,466
3,Day 3,5,Tray 5,DJI_20260621125931_0005,37,4,7,720,360,840,480,734,374,826,466
3,Day 3,5,Tray 5,DJI_20260621125931_0005,38,4,8,840,360,960,480,854,374,946,466
3,Day 3,5,Tray 5,DJI_20260621125931_0005,39,4,9,960,360,1080,480,974,374,1066,466
3,Day 3,5,Tray 5,DJI_20260621125931_0005,40,4,10,1080,360,1200,480,1094,374,1186,466
3,Day 3,5,Tray 5,DJI_20260621125931_0005,41,5,1,0,480,120,600,14,494,106,586
3,Day 3,5,Tray 5,DJI_20260621125931_0005,42,5,2,120,480,240,600,134,494,226,586
3,Day 3,5,Tray 5,DJI_20260621125931_0005,43,5,3,240,480,360,600,254,494,346,586
3,Day 3,5,Tray 5,DJI_20260621125931_0005,44,5,4,360,480,480,600,374,494,466,586
3,Day 3,5,Tray 5,DJI_20260621125931_0005,45,5,5,480,480,600,600,494,494,586,586
3,Day 3,5,Tray 5,DJI_20260621125931_0005,46,5,6,600,480,720,600,614,494,706,586
3,Day 3,5,Tray 5,DJI_20260621125931_0005,47,5,7,720,480,840,600,734,494,826,586
3,Day 3,5,Tray 5,DJI_20260621125931_0005,48,5,8,840,480,960,600,854,494,946,586
3,Day 3,5,Tray 5,DJI_20260621125931_0005,49,5,9,960,480,1080,600,974,494,1066,586
3,Day 3,5,Tray 5,DJI_20260621125931_0005,50,5,10,1080,480,1200,600,1094,494,1186,586
3,Day 3,5,Tray 5,DJI_20260621125931_0005,51,6,1,0,600,120,720,14,614,106,706
3,Day 3,5,Tray 5,DJI_20260621125931_0005,52,6,2,120,600,240,720,134,614,226,706
3,Day 3,5,Tray 5,DJI_20260621125931_0005,53,6,3,240,600,360,720,254,614,346,706
3,Day 3,5,Tray 5,DJI_20260621125931_0005,54,6,4,360,600,480,720,374,614,466,706
3,Day 3,5,Tray 5,DJI_20260621125931_0005,55,6,5,480,600,600,720,494,614,586,706
3,Day 3,5,Tray 5,DJI_20260621125931_0005,56,6,6,600,600,720,720,614,614,706,706
3,Day 3,5,Tray 5,DJI_20260621125931_0005,57,6,7,720,600,840,720,734,614,826,706
3,Day 3,5,Tray 5,DJI_20260621125931_0005,58,6,8,840,600,960,720,854,614,946,706
3,Day 3,5,Tray 5,DJI_20260621125931_0005,59,6,9,960,600,1080,720,974,614,1066,706
3,Day 3,5,Tray 5,DJI_20260621125931_0005,60,6,10,1080,600,1200,720,1094,614,1186,706
3,Day 3,5,Tray 5,DJI_20260621125931_0005,61,7,1,0,720,120,840,14,734,106,826
3,Day 3,5,Tray 5,DJI_20260621125931_0005,62,7,2,120,720,240,840,134,734,226,826
3,Day 3,5,Tray 5,DJI_20260621125931_0005,63,7,3,240,720,360,840,254,734,346,826
3,Day 3,5,Tray 5,DJI_20260621125931_0005,64,7,4,360,720,480,840,374,734,466,826
3,Day 3,5,Tray 5,DJI_20260621125931_0005,65,7,5,480,720,600,840,494,734,586,826
3,Day 3,5,Tray 5,DJI_20260621125931_0005,66,7,6,600,720,720,840,614,734,706,826
3,Day 3,5,Tray 5,DJI_20260621125931_0005,67,7,7,720,720,840,840,734,734,826,826
3,Day 3,5,Tray 5,DJI_20260621125931_0005,68,7,8,840,720,960,840,854,734,946,826
3,Day 3,5,Tray 5,DJI_20260621125931_0005,69,7,9,960,720,1080,840,974,734,1066,826
3,Day 3,5,Tray 5,DJI_20260621125931_0005,70,7,10,1080,720,1200,840,1094,734,1186,826
3,Day 3,7,Tray 7,DJI_20260621130015_0007,1,1,1,0,0,120,120,14,14,106,106
3,Day 3,7,Tray 7,DJI_20260621130015_0007,2,1,2,120,0,240,120,134,14,226,106
3,Day 3,7,Tray 7,DJI_20260621130015_0007,3,1,3,240,0,360,120,254,14,346,106
3,Day 3,7,Tray 7,DJI_20260621130015_0007,4,1,4,360,0,480,120,374,14,466,106
3,Day 3,7,Tray 7,DJI_20260621130015_0007,5,1,5,480,0,600,120,494,14,586,106
3,Day 3,7,Tray 7,DJI_20260621130015_0007,6,1,6,600,0,720,120,614,14,706,106
3,Day 3,7,Tray 7,DJI_20260621130015_0007,7,1,7,720,0,840,120,734,14,826,106
3,Day 3,7,Tray 7,DJI_20260621130015_0007,8,1,8,840,0,960,120,854,14,946,106
3,Day 3,7,Tray 7,DJI_20260621130015_0007,9,1,9,960,0,1080,120,974,14,1066,106
3,Day 3,7,Tray 7,DJI_20260621130015_0007,10,1,10,1080,0,1200,120,1094,14,1186,106
3,Day 3,7,Tray 7,DJI_20260621130015_0007,11,2,1,0,120,120,240,14,134,106,226
3,Day 3,7,Tray 7,DJI_20260621130015_0007,12,2,2,120,120,240,240,134,134,226,226
3,Day 3,7,Tray 7,DJI_20260621130015_0007,13,2,3,240,120,360,240,254,134,346,226
3,Day 3,7,Tray 7,DJI_20260621130015_0007,14,2,4,360,120,480,240,374,134,466,226
3,Day 3,7,Tray 7,DJI_20260621130015_0007,15,2,5,480,120,600,240,494,134,586,226
3,Day 3,7,Tray 7,DJI_20260621130015_0007,16,2,6,600,120,720,240,614,134,706,226
3,Day 3,7,Tray 7,DJI_20260621130015_0007,17,2,7,720,120,840,240,734,134,826,226
3,Day 3,7,Tray 7,DJI_20260621130015_0007,18,2,8,840,120,960,240,854,134,946,226
3,Day 3,7,Tray 7,DJI_20260621130015_0007,19,2,9,960,120,1080,240,974,134,1066,226
3,Day 3,7,Tray 7,DJI_20260621130015_0007,20,2,10,1080,120,1200,240,1094,134,1186,226
3,Day 3,7,Tray 7,DJI_20260621130015_0007,21,3,1,0,240,120,360,14,254,106,346
3,Day 3,7,Tray 7,DJI_20260621130015_0007,22,3,2,120,240,240,360,134,254,226,346
3,Day 3,7,Tray 7,DJI_20260621130015_0007,23,3,3,240,240,360,360,254,254,346,346
3,Day 3,7,Tray 7,DJI_20260621130015_0007,24,3,4,360,240,480,360,374,254,466,346
3,Day 3,7,Tray 7,DJI_20260621130015_0007,25,3,5,480,240,600,360,494,254,586,346
3,Day 3,7,Tray 7,DJI_20260621130015_0007,26,3,6,600,240,720,360,614,254,706,346
3,Day 3,7,Tray 7,DJI_20260621130015_0007,27,3,7,720,240,840,360,734,254,826,346
3,Day 3,7,Tray 7,DJI_20260621130015_0007,28,3,8,840,240,960,360,854,254,946,346
3,Day 3,7,Tray 7,DJI_20260621130015_0007,29,3,9,960,240,1080,360,974,254,1066,346
3,Day 3,7,Tray 7,DJI_20260621130015_0007,30,3,10,1080,240,1200,360,1094,254,1186,346
3,Day 3,7,Tray 7,DJI_20260621130015_0007,31,4,1,0,360,120,480,14,374,106,466
3,Day 3,7,Tray 7,DJI_20260621130015_0007,32,4,2,120,360,240,480,134,374,226,466
3,Day 3,7,Tray 7,DJI_20260621130015_0007,33,4,3,240,360,360,480,254,374,346,466
3,Day 3,7,Tray 7,DJI_20260621130015_0007,34,4,4,360,360,480,480,374,374,466,466
3,Day 3,7,Tray 7,DJI_20260621130015_0007,35,4,5,480,360,600,480,494,374,586,466
3,Day 3,7,Tray 7,DJI_20260621130015_0007,36,4,6,600,360,720,480,614,374,706,466
3,Day 3,7,Tray 7,DJI_20260621130015_0007,37,4,7,720,360,840,480,734,374,826,466
3,Day 3,7,Tray 7,DJI_20260621130015_0007,38,4,8,840,360,960,480,854,374,946,466
3,Day 3,7,Tray 7,DJI_20260621130015_0007,39,4,9,960,360,1080,480,974,374,1066,466
3,Day 3,7,Tray 7,DJI_20260621130015_0007,40,4,10,1080,360,1200,480,1094,374,1186,466
3,Day 3,7,Tray 7,DJI_20260621130015_0007,41,5,1,0,480,120,600,14,494,106,586
3,Day 3,7,Tray 7,DJI_20260621130015_0007,42,5,2,120,480,240,600,134,494,226,586
3,Day 3,7,Tray 7,DJI_20260621130015_0007,43,5,3,240,480,360,600,254,494,346,586
3,Day 3,7,Tray 7,DJI_20260621130015_0007,44,5,4,360,480,480,600,374,494,466,586
3,Day 3,7,Tray 7,DJI_20260621130015_0007,45,5,5,480,480,600,600,494,494,586,586
3,Day 3,7,Tray 7,DJI_20260621130015_0007,46,5,6,600,480,720,600,614,494,706,586
3,Day 3,7,Tray 7,DJI_20260621130015_0007,47,5,7,720,480,840,600,734,494,826,586
3,Day 3,7,Tray 7,DJI_20260621130015_0007,48,5,8,840,480,960,600,854,494,946,586
3,Day 3,7,Tray 7,DJI_20260621130015_0007,49,5,9,960,480,1080,600,974,494,1066,586
3,Day 3,7,Tray 7,DJI_20260621130015_0007,50,5,10,1080,480,1200,600,1094,494,1186,586
3,Day 3,7,Tray 7,DJI_20260621130015_0007,51,6,1,0,600,120,720,14,614,106,706
3,Day 3,7,Tray 7,DJI_20260621130015_0007,52,6,2,120,600,240,720,134,614,226,706
3,Day 3,7,Tray 7,DJI_20260621130015_0007,53,6,3,240,600,360,720,254,614,346,706
3,Day 3,7,Tray 7,DJI_20260621130015_0007,54,6,4,360,600,480,720,374,614,466,706
3,Day 3,7,Tray 7,DJI_20260621130015_0007,55,6,5,480,600,600,720,494,614,586,706
3,Day 3,7,Tray 7,DJI_20260621130015_0007,56,6,6,600,600,720,720,614,614,706,706
3,Day 3,7,Tray 7,DJI_20260621130015_0007,57,6,7,720,600,840,720,734,614,826,706
3,Day 3,7,Tray 7,DJI_20260621130015_0007,58,6,8,840,600,960,720,854,614,946,706
3,Day 3,7,Tray 7,DJI_20260621130015_0007,59,6,9,960,600,1080,720,974,614,1066,706
3,Day 3,7,Tray 7,DJI_20260621130015_0007,60,6,10,1080,600,1200,720,1094,614,1186,706
3,Day 3,7,Tray 7,DJI_20260621130015_0007,61,7,1,0,720,120,840,14,734,106,826
3,Day 3,7,Tray 7,DJI_20260621130015_0007,62,7,2,120,720,240,840,134,734,226,826
3,Day 3,7,Tray 7,DJI_20260621130015_0007,63,7,3,240,720,360,840,254,734,346,826
3,Day 3,7,Tray 7,DJI_20260621130015_0007,64,7,4,360,720,480,840,374,734,466,826
3,Day 3,7,Tray 7,DJI_20260621130015_0007,65,7,5,480,720,600,840,494,734,586,826
3,Day 3,7,Tray 7,DJI_20260621130015_0007,66,7,6,600,720,720,840,614,734,706,826
3,Day 3,7,Tray 7,DJI_20260621130015_0007,67,7,7,720,720,840,840,734,734,826,826
3,Day 3,7,Tray 7,DJI_20260621130015_0007,68,7,8,840,720,960,840,854,734,946,826
3,Day 3,7,Tray 7,DJI_20260621130015_0007,69,7,9,960,720,1080,840,974,734,1066,826
3,Day 3,7,Tray 7,DJI_20260621130015_0007,70,7,10,1080,720,1200,840,1094,734,1186,826
3,Day 3,9,Tray 9,DJI_20260621130058_0009,1,1,1,0,0,120,120,14,14,106,106
3,Day 3,9,Tray 9,DJI_20260621130058_0009,2,1,2,120,0,240,120,134,14,226,106
3,Day 3,9,Tray 9,DJI_20260621130058_0009,3,1,3,240,0,360,120,254,14,346,106
3,Day 3,9,Tray 9,DJI_20260621130058_0009,4,1,4,360,0,480,120,374,14,466,106
3,Day 3,9,Tray 9,DJI_20260621130058_0009,5,1,5,480,0,600,120,494,14,586,106
3,Day 3,9,Tray 9,DJI_20260621130058_0009,6,1,6,600,0,720,120,614,14,706,106
3,Day 3,9,Tray 9,DJI_20260621130058_0009,7,1,7,720,0,840,120,734,14,826,106
3,Day 3,9,Tray 9,DJI_20260621130058_0009,8,1,8,840,0,960,120,854,14,946,106
3,Day 3,9,Tray 9,DJI_20260621130058_0009,9,1,9,960,0,1080,120,974,14,1066,106
3,Day 3,9,Tray 9,DJI_20260621130058_0009,10,1,10,1080,0,1200,120,1094,14,1186,106
3,Day 3,9,Tray 9,DJI_20260621130058_0009,11,2,1,0,120,120,240,14,134,106,226
3,Day 3,9,Tray 9,DJI_20260621130058_0009,12,2,2,120,120,240,240,134,134,226,226
3,Day 3,9,Tray 9,DJI_20260621130058_0009,13,2,3,240,120,360,240,254,134,346,226
3,Day 3,9,Tray 9,DJI_20260621130058_0009,14,2,4,360,120,480,240,374,134,466,226
3,Day 3,9,Tray 9,DJI_20260621130058_0009,15,2,5,480,120,600,240,494,134,586,226
3,Day 3,9,Tray 9,DJI_20260621130058_0009,16,2,6,600,120,720,240,614,134,706,226
3,Day 3,9,Tray 9,DJI_20260621130058_0009,17,2,7,720,120,840,240,734,134,826,226
3,Day 3,9,Tray 9,DJI_20260621130058_0009,18,2,8,840,120,960,240,854,134,946,226
3,Day 3,9,Tray 9,DJI_20260621130058_0009,19,2,9,960,120,1080,240,974,134,1066,226
3,Day 3,9,Tray 9,DJI_20260621130058_0009,20,2,10,1080,120,1200,240,1094,134,1186,226
3,Day 3,9,Tray 9,DJI_20260621130058_0009,21,3,1,0,240,120,360,14,254,106,346
3,Day 3,9,Tray 9,DJI_20260621130058_0009,22,3,2,120,240,240,360,134,254,226,346
3,Day 3,9,Tray 9,DJI_20260621130058_0009,23,3,3,240,240,360,360,254,254,346,346
3,Day 3,9,Tray 9,DJI_20260621130058_0009,24,3,4,360,240,480,360,374,254,466,346
3,Day 3,9,Tray 9,DJI_20260621130058_0009,25,3,5,480,240,600,360,494,254,586,346
3,Day 3,9,Tray 9,DJI_20260621130058_0009,26,3,6,600,240,720,360,614,254,706,346
3,Day 3,9,Tray 9,DJI_20260621130058_0009,27,3,7,720,240,840,360,734,254,826,346
3,Day 3,9,Tray 9,DJI_20260621130058_0009,28,3,8,840,240,960,360,854,254,946,346
3,Day 3,9,Tray 9,DJI_20260621130058_0009,29,3,9,960,240,1080,360,974,254,1066,346
3,Day 3,9,Tray 9,DJI_20260621130058_0009,30,3,10,1080,240,1200,360,1094,254,1186,346
3,Day 3,9,Tray 9,DJI_20260621130058_0009,31,4,1,0,360,120,480,14,374,106,466
3,Day 3,9,Tray 9,DJI_20260621130058_0009,32,4,2,120,360,240,480,134,374,226,466
3,Day 3,9,Tray 9,DJI_20260621130058_0009,33,4,3,240,360,360,480,254,374,346,466
3,Day 3,9,Tray 9,DJI_20260621130058_0009,34,4,4,360,360,480,480,374,374,466,466
3,Day 3,9,Tray 9,DJI_20260621130058_0009,35,4,5,480,360,600,480,494,374,586,466
3,Day 3,9,Tray 9,DJI_20260621130058_0009,36,4,6,600,360,720,480,614,374,706,466
3,Day 3,9,Tray 9,DJI_20260621130058_0009,37,4,7,720,360,840,480,734,374,826,466
3,Day 3,9,Tray 9,DJI_20260621130058_0009,38,4,8,840,360,960,480,854,374,946,466
3,Day 3,9,Tray 9,DJI_20260621130058_0009,39,4,9,960,360,1080,480,974,374,1066,466
3,Day 3,9,Tray 9,DJI_20260621130058_0009,40,4,10,1080,360,1200,480,1094,374,1186,466
3,Day 3,9,Tray 9,DJI_20260621130058_0009,41,5,1,0,480,120,600,14,494,106,586
3,Day 3,9,Tray 9,DJI_20260621130058_0009,42,5,2,120,480,240,600,134,494,226,586
3,Day 3,9,Tray 9,DJI_20260621130058_0009,43,5,3,240,480,360,600,254,494,346,586
3,Day 3,9,Tray 9,DJI_20260621130058_0009,44,5,4,360,480,480,600,374,494,466,586
3,Day 3,9,Tray 9,DJI_20260621130058_0009,45,5,5,480,480,600,600,494,494,586,586
3,Day 3,9,Tray 9,DJI_20260621130058_0009,46,5,6,600,480,720,600,614,494,706,586
3,Day 3,9,Tray 9,DJI_20260621130058_0009,47,5,7,720,480,840,600,734,494,826,586
3,Day 3,9,Tray 9,DJI_20260621130058_0009,48,5,8,840,480,960,600,854,494,946,586
3,Day 3,9,Tray 9,DJI_20260621130058_0009,49,5,9,960,480,1080,600,974,494,1066,586
3,Day 3,9,Tray 9,DJI_20260621130058_0009,50,5,10,1080,480,1200,600,1094,494,1186,586
3,Day 3,9,Tray 9,DJI_20260621130058_0009,51,6,1,0,600,120,720,14,614,106,706
3,Day 3,9,Tray 9,DJI_20260621130058_0009,52,6,2,120,600,240,720,134,614,226,706
3,Day 3,9,Tray 9,DJI_20260621130058_0009,53,6,3,240,600,360,720,254,614,346,706
3,Day 3,9,Tray 9,DJI_20260621130058_0009,54,6,4,360,600,480,720,374,614,466,706
3,Day 3,9,Tray 9,DJI_20260621130058_0009,55,6,5,480,600,600,720,494,614,586,706
3,Day 3,9,Tray 9,DJI_20260621130058_0009,56,6,6,600,600,720,720,614,614,706,706
3,Day 3,9,Tray 9,DJI_20260621130058_0009,57,6,7,720,600,840,720,734,614,826,706
3,Day 3,9,Tray 9,DJI_20260621130058_0009,58,6,8,840,600,960,720,854,614,946,706
3,Day 3,9,Tray 9,DJI_20260621130058_0009,59,6,9,960,600,1080,720,974,614,1066,706
3,Day 3,9,Tray 9,DJI_20260621130058_0009,60,6,10,1080,600,1200,720,1094,614,1186,706
3,Day 3,9,Tray 9,DJI_20260621130058_0009,61,7,1,0,720,120,840,14,734,106,826
3,Day 3,9,Tray 9,DJI_20260621130058_0009,62,7,2,120,720,240,840,134,734,226,826
3,Day 3,9,Tray 9,DJI_20260621130058_0009,63,7,3,240,720,360,840,254,734,346,826
3,Day 3,9,Tray 9,DJI_20260621130058_0009,64,7,4,360,720,480,840,374,734,466,826
3,Day 3,9,Tray 9,DJI_20260621130058_0009,65,7,5,480,720,600,840,494,734,586,826
3,Day 3,9,Tray 9,DJI_20260621130058_0009,66,7,6,600,720,720,840,614,734,706,826
3,Day 3,9,Tray 9,DJI_20260621130058_0009,67,7,7,720,720,840,840,734,734,826,826
3,Day 3,9,Tray 9,DJI_20260621130058_0009,68,7,8,840,720,960,840,854,734,946,826
3,Day 3,9,Tray 9,DJI_20260621130058_0009,69,7,9,960,720,1080,840,974,734,1066,826
3,Day 3,9,Tray 9,DJI_20260621130058_0009,70,7,10,1080,720,1200,840,1094,734,1186,826
4,Day 4,1,Tray 1,DJI_20260622122222_0001,1,1,1,0,0,120,120,14,14,106,106
4,Day 4,1,Tray 1,DJI_20260622122222_0001,2,1,2,120,0,240,120,134,14,226,106
4,Day 4,1,Tray 1,DJI_20260622122222_0001,3,1,3,240,0,360,120,254,14,346,106
4,Day 4,1,Tray 1,DJI_20260622122222_0001,4,1,4,360,0,480,120,374,14,466,106
4,Day 4,1,Tray 1,DJI_20260622122222_0001,5,1,5,480,0,600,120,494,14,586,106
4,Day 4,1,Tray 1,DJI_20260622122222_0001,6,1,6,600,0,720,120,614,14,706,106
4,Day 4,1,Tray 1,DJI_20260622122222_0001,7,1,7,720,0,840,120,734,14,826,106
4,Day 4,1,Tray 1,DJI_20260622122222_0001,8,1,8,840,0,960,120,854,14,946,106
4,Day 4,1,Tray 1,DJI_20260622122222_0001,9,1,9,960,0,1080,120,974,14,1066,106
4,Day 4,1,Tray 1,DJI_20260622122222_0001,10,1,10,1080,0,1200,120,1094,14,1186,106
4,Day 4,1,Tray 1,DJI_20260622122222_0001,11,2,1,0,120,120,240,14,134,106,226
4,Day 4,1,Tray 1,DJI_20260622122222_0001,12,2,2,120,120,240,240,134,134,226,226
4,Day 4,1,Tray 1,DJI_20260622122222_0001,13,2,3,240,120,360,240,254,134,346,226
4,Day 4,1,Tray 1,DJI_20260622122222_0001,14,2,4,360,120,480,240,374,134,466,226
4,Day 4,1,Tray 1,DJI_20260622122222_0001,15,2,5,480,120,600,240,494,134,586,226
4,Day 4,1,Tray 1,DJI_20260622122222_0001,16,2,6,600,120,720,240,614,134,706,226
4,Day 4,1,Tray 1,DJI_20260622122222_0001,17,2,7,720,120,840,240,734,134,826,226
4,Day 4,1,Tray 1,DJI_20260622122222_0001,18,2,8,840,120,960,240,854,134,946,226
4,Day 4,1,Tray 1,DJI_20260622122222_0001,19,2,9,960,120,1080,240,974,134,1066,226
4,Day 4,1,Tray 1,DJI_20260622122222_0001,20,2,10,1080,120,1200,240,1094,134,1186,226
4,Day 4,1,Tray 1,DJI_20260622122222_0001,21,3,1,0,240,120,360,14,254,106,346
4,Day 4,1,Tray 1,DJI_20260622122222_0001,22,3,2,120,240,240,360,134,254,226,346
4,Day 4,1,Tray 1,DJI_20260622122222_0001,23,3,3,240,240,360,360,254,254,346,346
4,Day 4,1,Tray 1,DJI_20260622122222_0001,24,3,4,360,240,480,360,374,254,466,346
4,Day 4,1,Tray 1,DJI_20260622122222_0001,25,3,5,480,240,600,360,494,254,586,346
4,Day 4,1,Tray 1,DJI_20260622122222_0001,26,3,6,600,240,720,360,614,254,706,346
4,Day 4,1,Tray 1,DJI_20260622122222_0001,27,3,7,720,240,840,360,734,254,826,346
4,Day 4,1,Tray 1,DJI_20260622122222_0001,28,3,8,840,240,960,360,854,254,946,346
4,Day 4,1,Tray 1,DJI_20260622122222_0001,29,3,9,960,240,1080,360,974,254,1066,346
4,Day 4,1,Tray 1,DJI_20260622122222_0001,30,3,10,1080,240,1200,360,1094,254,1186,346
4,Day 4,1,Tray 1,DJI_20260622122222_0001,31,4,1,0,360,120,480,14,374,106,466
