day_order,day,tray_no,tray,capture_id,cell_id,row,column,ndvi_valid_pixels,ndvi_mean,ndvi_median,ndvi_std,ndvi_p10,ndvi_p90,ndre_valid_pixels,ndre_mean,ndre_median,ndre_std,ndre_p10,ndre_p90,gndvi_valid_pixels,gndvi_mean,gndvi_median,gndvi_std,gndvi_p10,gndvi_p90
1,Day 1,1,Tray 1,DJI_20260618123542_0001,11,2,1,8464,0.2526840269565582,0.15368595719337463,0.19529905915260315,0.10835919305682183,0.5221401154994965,8464,-0.08029185980558395,-0.17270348966121674,0.2107183039188385,-0.26782333850860596,0.23700512349605557,8464,0.13507553935050964,-0.09108895808458328,0.4043594002723694,-0.3007639467716217,0.6737082600593567
1,Day 1,1,Tray 1,DJI_20260618123542_0001,12,2,2,8464,0.26075267791748047,0.15754994750022888,0.1861322969198227,0.1048551008105278,0.5269836604595184,8464,-0.06779001653194427,-0.1665004938840866,0.19895920157432556,-0.265350803732872,0.23798062652349472,8464,0.13616086542606354,-0.008290708065032959,0.3560652434825897,-0.21654904186725615,0.6314699649810791
1,Day 1,1,Tray 1,DJI_20260618123542_0001,13,2,3,8464,0.30449235439300537,0.2591592073440552,0.18445700407028198,0.1275162637233734,0.5218408763408661,8464,-0.040727708488702774,-0.10148993134498596,0.19161908328533173,-0.23286748230457305,0.22851204723119728,8464,0.2097116857767105,0.38140740990638733,0.3676068186759949,-0.2479049265384674,0.6612433314323425
1,Day 1,1,Tray 1,DJI_20260618123542_0001,14,2,4,8464,0.3083585202693939,0.3566560745239258,0.18970324099063873,0.11148088052868843,0.5149171650409698,8464,-0.061704184859991074,-0.06289736926555634,0.1929711252450943,-0.3492158055305481,0.15843825489282606,8464,0.19401252269744873,0.37100911140441895,0.38332825899124146,-0.3788546323776245,0.6568461298942565
1,Day 1,1,Tray 1,DJI_20260618123542_0001,15,2,5,8464,0.30401235818862915,0.35724568367004395,0.18818755447864532,0.07511482164263729,0.5072143912315369,8464,-0.06856802850961685,-0.05532778799533844,0.18796028196811676,-0.3282283455133438,0.14326375722885132,8464,0.13025641441345215,0.27243494987487793,0.3771546483039856,-0.39808809757232666,0.5471846401691436
1,Day 1,1,Tray 1,DJI_20260618123542_0001,16,2,6,8464,0.25514912605285645,0.1813618242740631,0.20758602023124695,0.01019649468362332,0.5214373946189881,8464,-0.09890718013048172,-0.16285674273967743,0.22128961980342865,-0.3721588283777237,0.20230602920055388,8464,-0.003364165546372533,-0.16966581344604492,0.3738388419151306,-0.4468312174081802,0.521954619884491
1,Day 1,1,Tray 1,DJI_20260618123542_0001,17,2,7,8464,0.2526699900627136,0.23537668585777283,0.20756639540195465,0.0025187764083966988,0.4876276522874832,8464,-0.125123992562294,-0.16175764799118042,0.20342782139778137,-0.4703225284814835,0.1195373311638832,8464,0.02089799754321575,-0.16883116960525513,0.3817370533943176,-0.5024428546428681,0.5005805730819702
1,Day 1,1,Tray 1,DJI_20260618123542_0001,18,2,8,8464,0.24239619076251984,0.1555374562740326,0.1887849122285843,0.03878902643918991,0.49210771918296814,8464,-0.1401912420988083,-0.1792275458574295,0.18364331126213074,-0.37911756038665767,0.1092083066701889,8464,-0.08493068814277649,-0.1867845207452774,0.3147484362125397,-0.44616999626159665,0.43989431858062744
1,Day 1,1,Tray 1,DJI_20260618123542_0001,19,2,9,8464,0.24600136280059814,0.15941736102104187,0.17292219400405884,0.08762700557708741,0.47952537834644315,8464,-0.13482116162776947,-0.1764434576034546,0.1790475994348526,-0.4005858242511749,0.09540809243917464,8464,-0.0026247785426676273,-0.19404292106628418,0.36851736903190613,-0.4626252740621567,0.49932462275028205
1,Day 1,1,Tray 1,DJI_20260618123542_0001,20,2,10,8464,0.22684304416179657,0.15675558149814606,0.15180420875549316,0.1180795855820179,0.4673465877771378,8464,-0.12883085012435913,-0.1710422784090042,0.17289306223392487,-0.35884029567241665,0.12323064357042313,8464,0.028528675436973572,-0.19322142004966736,0.3927612006664276,-0.45524412095546724,0.6257789015769959
1,Day 1,1,Tray 1,DJI_20260618123542_0001,21,3,1,8464,0.258831650018692,0.15595854818820953,0.20738787949085236,0.03214215263724327,0.552784651517868,8464,-0.07568541914224625,-0.1703844666481018,0.2082362323999405,-0.3101903796195984,0.22448713183403013,8464,0.20776920020580292,0.40717029571533203,0.4032590389251709,-0.3253928482532501,0.6715823471546173
1,Day 1,1,Tray 1,DJI_20260618123542_0001,22,3,2,8464,0.2884083688259125,0.2646915912628174,0.21887457370758057,0.0898672506213189,0.537988132238388,8464,-0.054819557815790176,-0.10074321180582047,0.2173444926738739,-0.30902094841003414,0.22289218604564665,8464,0.2799864709377289,0.43410366773605347,0.369450181722641,-0.24322623461484907,0.6657761931419373
1,Day 1,1,Tray 1,DJI_20260618123542_0001,23,3,3,8464,0.2915167510509491,0.2394387125968933,0.17758828401565552,0.12105341628193855,0.5091015696525574,8464,-0.04637788608670235,-0.09743589907884598,0.17326433956623077,-0.2003745287656784,0.16870111227035517,8464,0.2834192216396332,0.40269920229911804,0.3179684281349182,-0.17268040776252747,0.6675744473934173
1,Day 1,1,Tray 1,DJI_20260618123542_0001,24,3,4,8464,0.34811490774154663,0.4213162660598755,0.19508574903011322,0.1005828641355038,0.5426621437072754,8464,-0.022846907377243042,0.029106950387358665,0.21136949956417084,-0.3475730836391449,0.21639811694622033,8464,0.2678872346878052,0.42735233902931213,0.3876688480377197,-0.4154856503009796,0.666114991903305
1,Day 1,1,Tray 1,DJI_20260618123542_0001,25,3,5,8464,0.33300086855888367,0.4240528345108032,0.21321894228458405,-0.003219508542679242,0.5232099413871765,8464,-0.04227593541145325,0.026178009808063507,0.22721317410469055,-0.4099847942590713,0.18887046277523037,8464,0.22949431836605072,0.4132132828235626,0.4143464267253876,-0.4799365758895874,0.656305342912674
1,Day 1,1,Tray 1,DJI_20260618123542_0001,26,3,6,8464,0.2934134602546692,0.3867999315261841,0.22154654562473297,-0.05718726254999633,0.5175345540046692,8464,-0.10527312755584717,-0.11103886365890503,0.2134958654642105,-0.40392757356166836,0.14648084938526154,8464,0.059923022985458374,0.07262437790632248,0.4028961658477783,-0.4568141996860504,0.5165417730808257
1,Day 1,1,Tray 1,DJI_20260618123542_0001,27,3,7,8464,0.27139392495155334,0.3575977683067322,0.21272428333759308,-0.0325729563832283,0.49325193762779235,8464,-0.12054616212844849,-0.16248421370983124,0.2077007293701172,-0.4338161498308182,0.12867191433906555,8464,0.025769807398319244,-0.1603272259235382,0.3899606764316559,-0.4754098355770111,0.4977482557296753
1,Day 1,1,Tray 1,DJI_20260618123542_0001,28,3,8,8464,0.24839496612548828,0.15990924835205078,0.19162189960479736,-0.005464480724185705,0.4815242886543274,8464,-0.14955337345600128,-0.1825007200241089,0.17675189673900604,-0.4121427834033966,0.08430476784706116,8464,-0.03838427737355232,-0.1809661090373993,0.3483940362930298,-0.4796747863292694,0.4383360236883163
1,Day 1,1,Tray 1,DJI_20260618123542_0001,29,3,9,8464,0.24965466558933258,0.15935829281806946,0.18147490918636322,0.058138306438922885,0.4854535162448883,8464,-0.11866933852434158,-0.17488384246826172,0.20571854710578918,-0.41145884096622465,0.14791571199893944,8464,0.05746382847428322,-0.10049311816692352,0.4190205931663513,-0.5038370013236999,0.6039729118347168
1,Day 1,1,Tray 1,DJI_20260618123542_0001,30,3,10,8464,0.22454550862312317,0.1559571772813797,0.1558409333229065,0.09669318050146103,0.4698342889547348,8464,-0.14688222110271454,-0.18246126174926758,0.16269613802433014,-0.341019743680954,0.11536475643515585,8464,-0.042555637657642365,-0.2031634896993637,0.35771673917770386,-0.42749361991882323,0.5372993350028992
1,Day 1,1,Tray 1,DJI_20260618123542_0001,31,4,1,8464,0.2663128077983856,0.20278248190879822,0.21998238563537598,0.003514910559169983,0.5550772309303283,8464,-0.0775202289223671,-0.1412881314754486,0.22135260701179504,-0.35096383690834043,0.24048202186822887,8464,0.18567363917827606,0.4049888849258423,0.4373500347137451,-0.4651162922382355,0.6738090276718139
1,Day 1,1,Tray 1,DJI_20260618123542_0001,32,4,2,8464,0.2940048277378082,0.25646281242370605,0.21553200483322144,0.08410410583019257,0.572237205505371,8464,-0.03167116641998291,-0.06118420884013176,0.2234291136264801,-0.26002277135848995,0.32316712737083436,8464,0.2558492124080658,0.3904341161251068,0.35839876532554626,-0.2058303952217102,0.6698457539081573
1,Day 1,1,Tray 1,DJI_20260618123542_0001,33,4,3,8464,0.36661019921302795,0.4237288236618042,0.1787279099225998,0.134577214717865,0.586168646812439,8464,0.031165095046162605,0.043927308171987534,0.177695170044899,-0.17975206673145294,0.28844404220581055,8464,0.29894575476646423,0.4298146963119507,0.3285675346851349,-0.17724490612745286,0.6492354869842528
1,Day 1,1,Tray 1,DJI_20260618123542_0001,34,4,4,8464,0.37364569306373596,0.4217618703842163,0.15945646166801453,0.14315089881420134,0.5291939377784729,8464,0.01776190847158432,0.024350648745894432,0.17255103588104248,-0.17217539101839066,0.2456950888037681,8464,0.27258795499801636,0.41418516635894775,0.36475276947021484,-0.3599607765674591,0.6572521090507507
1,Day 1,1,Tray 1,DJI_20260618123542_0001,35,4,5,8464,0.38173946738243103,0.4448932409286499,0.18272531032562256,0.0974211409687996,0.5532753109931946,8464,0.002720567863434553,0.04964476451277733,0.19889827072620392,-0.31501057744026184,0.22381980717182154,8464,0.1551562398672104,0.3771604895591736,0.41011354327201843,-0.4585151314735412,0.5844680070877075
1,Day 1,1,Tray 1,DJI_20260618123542_0001,36,4,6,8464,0.3053247332572937,0.39927470684051514,0.22058890759944916,-0.0703645072877407,0.5199568271636963,8464,-0.08577967435121536,-0.0494450181722641,0.21721388399600983,-0.417126652598381,0.16832482814788813,8464,0.09279786795377731,0.30534857511520386,0.4186864495277405,-0.4907844215631485,0.5350323498249054
1,Day 1,1,Tray 1,DJI_20260618123542_0001,37,4,7,8464,0.2816678285598755,0.34121790528297424,0.19898246228694916,0.016441989503800884,0.5039386510848999,8464,-0.11790649592876434,-0.174361914396286,0.18930096924304962,-0.37173962593078613,0.12775774896144865,8464,-0.0440986193716526,-0.1878172606229782,0.3752104341983795,-0.4842290639877319,0.473195880651474
1,Day 1,1,Tray 1,DJI_20260618123542_0001,38,4,8,8464,0.2572021484375,0.18384817242622375,0.17271366715431213,0.06366826742887498,0.4813539981842041,8464,-0.13154491782188416,-0.17897099256515503,0.17268653213977814,-0.34868505299091335,0.1026700809597969,8464,-0.013853215612471104,-0.19186176359653473,0.3913857042789459,-0.46857433021068573,0.4899524122476578
1,Day 1,1,Tray 1,DJI_20260618123542_0001,39,4,9,8464,0.25549614429473877,0.173213392496109,0.1855746954679489,0.0531202331185341,0.48989659249782563,8464,-0.10500387847423553,-0.17428095638751984,0.213797926902771,-0.377102792263031,0.18928544223308555,8464,0.040875714272260666,-0.16769853234291077,0.42033711075782776,-0.4735516309738159,0.6401183843612671
1,Day 1,1,Tray 1,DJI_20260618123542_0001,40,4,10,8464,0.2939533293247223,0.32894545793533325,0.17339441180229187,0.1161053813993931,0.4928827702999115,8464,-0.07288987189531326,-0.05005662515759468,0.20683397352695465,-0.3934328258037567,0.16723300069570537,8464,0.11457589268684387,0.2961416244506836,0.42143863439559937,-0.4935050427913666,0.6135521292686462
1,Day 1,1,Tray 1,DJI_20260618123542_0001,41,5,1,8464,0.2956506907939911,0.22278326749801636,0.22221572697162628,0.036335008591413524,0.616910672187805,8464,-0.021894775331020355,-0.09109175950288773,0.2436981350183487,-0.32152993381023404,0.37382960617542266,8464,0.1601303368806839,0.3463819622993469,0.4143587052822113,-0.375314861536026,0.6665304958820343
1,Day 1,1,Tray 1,DJI_20260618123542_0001,42,5,2,8464,0.34247076511383057,0.4166666567325592,0.21812355518341064,0.11283623650670052,0.6240642189979553,8464,0.03402760252356529,0.06217160075902939,0.23307231068611145,-0.21196899712085723,0.38208019435405727,8464,0.21304865181446075,0.3783891201019287,0.37388089299201965,-0.25671321153640747,0.6883438766002655
1,Day 1,1,Tray 1,DJI_20260618123542_0001,43,5,3,8464,0.36206191778182983,0.38796621561050415,0.17616382241249084,0.13637268543243408,0.615111243724823,8464,0.04374759644269943,0.035280052572488785,0.19265034794807434,-0.18215176463127136,0.3514939099550247,8464,0.2241745889186859,0.34357452392578125,0.34501782059669495,-0.1873006671667099,0.6593443751335144
1,Day 1,1,Tray 1,DJI_20260618123542_0001,44,5,4,8464,0.39998582005500793,0.4374603033065796,0.1671401709318161,0.14884352982044222,0.6208503246307373,8464,0.062287140637636185,0.059783004224300385,0.1932411789894104,-0.17085427045822144,0.3640207052230835,8464,0.15390555560588837,0.33184874057769775,0.39842933416366577,-0.4119013488292694,0.6512771070003509
1,Day 1,1,Tray 1,DJI_20260618123542_0001,45,5,5,8464,0.39090511202812195,0.44215643405914307,0.1826193928718567,0.12554859817028047,0.5595125675201416,8464,0.021543599665164948,0.051044780761003494,0.21647103130817413,-0.30361522436141963,0.34566909074783325,8464,0.12478392571210861,0.3541114032268524,0.4216891825199127,-0.4849703311920166,0.5841499149799346
1,Day 1,1,Tray 1,DJI_20260618123542_0001,46,5,6,8464,0.3741685748100281,0.44946932792663574,0.19197382032871246,0.10214681178331377,0.5378056287765502,8464,-0.01255768071860075,0.04767654091119766,0.1992148607969284,-0.33478260040283203,0.18580645620822905,8464,0.0580407939851284,0.188077911734581,0.3918754458427429,-0.4915316104888916,0.48711479604244234
1,Day 1,1,Tray 1,DJI_20260618123542_0001,47,5,7,8464,0.3231675922870636,0.4001256227493286,0.1955609917640686,0.10884558632969857,0.513264524936676,8464,-0.06230940297245979,-0.020965956151485443,0.19703014194965363,-0.29894575178623195,0.15382587760686872,8464,-0.012688348069787025,-0.17486730217933655,0.37973493337631226,-0.5025116384029389,0.4680885344743729
1,Day 1,1,Tray 1,DJI_20260618123542_0001,48,5,8,8464,0.2936543822288513,0.30160999298095703,0.1802886426448822,0.11381753534078598,0.5078651905059814,8464,-0.09126316010951996,-0.1574602574110031,0.17845454812049866,-0.3082066714763641,0.13290033191442488,8464,-0.037496019154787064,-0.1951504498720169,0.35952138900756836,-0.4643398135900497,0.4591818928718567
1,Day 1,1,Tray 1,DJI_20260618123542_0001,49,5,9,8464,0.2882676124572754,0.2593339681625366,0.18667976558208466,0.1100608199834824,0.5082172214984894,8464,-0.06640715897083282,-0.1338522881269455,0.2233584225177765,-0.3414273768663406,0.2350984916090964,8464,0.029002979397773743,-0.19850298762321472,0.4240766167640686,-0.48582467138767244,0.6588426172733307
1,Day 1,1,Tray 1,DJI_20260618123542_0001,50,5,10,8464,0.25624406337738037,0.1736665815114975,0.16807278990745544,0.11315304711461067,0.4847707629203796,8464,-0.0903305634856224,-0.1694328486919403,0.20773351192474365,-0.31270675063133235,0.19546381831169118,8464,-0.004269464872777462,-0.20314925909042358,0.4047279357910156,-0.4751917481422424,0.6128079056739807
1,Day 1,1,Tray 1,DJI_20260618123542_0001,51,6,1,8464,0.27259790897369385,0.1551722288131714,0.22217851877212524,0.06596683636307718,0.6337369441986084,8464,-0.03512813150882721,-0.16721117496490479,0.2496335804462433,-0.28534728586673735,0.3855133920907974,8464,0.06504866480827332,-0.17097608745098114,0.39636361598968506,-0.3791129618883133,0.6563461780548095
1,Day 1,1,Tray 1,DJI_20260618123542_0001,52,6,2,8464,0.30207759141921997,0.22960790991783142,0.20160426199436188,0.11750223264098168,0.5635354876518249,8464,-0.009934513829648495,0.00022451729455497116,0.20942755043506622,-0.2090368315577507,0.28450652360916134,8464,0.11519055813550949,0.03390742465853691,0.345265656709671,-0.22180612981319428,0.5774240493774414
1,Day 1,1,Tray 1,DJI_20260618123542_0001,53,6,3,8464,0.32606881856918335,0.26594650745391846,0.19276577234268188,0.12918974012136458,0.6203039824962616,8464,0.01816469244658947,-0.012753726914525032,0.21086502075195312,-0.19387754797935486,0.3654654502868652,8464,0.14187777042388916,0.03495340421795845,0.36508697271347046,-0.210643008351326,0.6527672410011292
1,Day 1,1,Tray 1,DJI_20260618123542_0001,54,6,4,8464,0.3441978394985199,0.39366215467453003,0.18947277963161469,0.12264640480279923,0.586729884147644,8464,0.016424980014562607,0.02584865316748619,0.20981454849243164,-0.2151829659938812,0.3306426465511322,8464,0.05759362503886223,-0.09632352739572525,0.36927708983421326,-0.38415017127990725,0.5351667284965514
1,Day 1,1,Tray 1,DJI_20260618123542_0001,55,6,5,8464,0.3709103465080261,0.4399264454841614,0.18078210949897766,0.1261145129799843,0.567773163318634,8464,0.015990452840924263,0.0445418506860733,0.19120734930038452,-0.20916039645671844,0.2837556630373001,8464,0.04252393916249275,-0.14792898297309875,0.38111522793769836,-0.4509442925453186,0.49705664217472073
1,Day 1,1,Tray 1,DJI_20260618123542_0001,56,6,6,8464,0.3112601935863495,0.37394851446151733,0.19762200117111206,0.0669613189995289,0.5474577963352203,8464,-0.06086757779121399,-0.07371396571397781,0.20483949780464172,-0.306986379623413,0.23417885452508924,8464,-0.018139513209462166,-0.1899745762348175,0.3887604773044586,-0.47249191999435425,0.5111206769943237
1,Day 1,1,Tray 1,DJI_20260618123542_0001,57,6,7,8464,0.3030397295951843,0.35275334119796753,0.18193945288658142,0.11549662798643112,0.5112628281116486,8464,-0.07434209436178207,-0.08689860999584198,0.172227144241333,-0.26138707995414734,0.14434225857257843,8464,-0.0646735206246376,-0.1919662356376648,0.3208242654800415,-0.4378511309623718,0.4393811911344528
1,Day 1,1,Tray 1,DJI_20260618123542_0001,58,6,8,8464,0.26730963587760925,0.16790826618671417,0.181944340467453,0.11421752125024795,0.5015832841396332,8464,-0.10151413083076477,-0.17819756269454956,0.18139155209064484,-0.2956106781959533,0.14559593796730042,8464,-0.07055085897445679,-0.20743034780025482,0.3522803783416748,-0.44928601384162903,0.46639053225517263
1,Day 1,1,Tray 1,DJI_20260618123542_0001,59,6,9,8464,0.283477246761322,0.19116121530532837,0.17033298313617706,0.1281934380531311,0.501583743095398,8464,-0.06995026767253876,-0.15867725014686584,0.19172462821006775,-0.2381502866744995,0.1887451499700546,8464,-0.03205510601401329,-0.2111615091562271,0.3752920627593994,-0.47592495381832123,0.5535674452781677
1,Day 1,1,Tray 1,DJI_20260618123542_0001,60,6,10,8464,0.24894273281097412,0.16912409663200378,0.15232166647911072,0.1276714622974396,0.48056720197200775,8464,-0.10016688704490662,-0.16764023900032043,0.1722666174173355,-0.23541367202997207,0.16218980997800825,8464,-0.08058519661426544,-0.20986609160900116,0.3246363699436188,-0.43335995078086853,0.5098039507865906
1,Day 1,1,Tray 1,DJI_20260618123542_0001,61,7,1,8464,0.2162339985370636,0.14338108897209167,0.18568292260169983,0.0921550713479519,0.5345950722694397,8464,-0.10153452306985855,-0.18654480576515198,0.20878440141677856,-0.252128991484642,0.2696543753147125,8464,-0.011676573194563389,-0.1945120096206665,0.35504552721977234,-0.30703532993793486,0.5723744869232178
1,Day 1,1,Tray 1,DJI_20260618123542_0001,62,7,2,8464,0.2752307951450348,0.1606401950120926,0.19647221267223358,0.11819579228758813,0.5701155245304107,8464,-0.04686443507671356,-0.16408567130565643,0.21802052855491638,-0.2146887242794037,0.2989568203687668,8464,0.12423328310251236,0.015875471755862236,0.36065950989723206,-0.2255317524075508,0.6359949648380279
1,Day 1,1,Tray 1,DJI_20260618123542_0001,63,7,3,8464,0.30819618701934814,0.23455119132995605,0.21459464728832245,0.11024007946252823,0.644094955921173,8464,-0.011670967563986778,-0.061977583914995193,0.2339407503604889,-0.24606686830520627,0.3835022449493408,8464,0.1071978211402893,-0.03731926530599594,0.36961260437965393,-0.28411625623703,0.6359244346618652
1,Day 1,1,Tray 1,DJI_20260618123542_0001,64,7,4,8464,0.28378826379776,0.23988959193229675,0.20852982997894287,0.028285856731235997,0.5659081995487213,8464,-0.05153442546725273,-0.08506719768047333,0.22619564831256866,-0.329294890165329,0.27923725247383113,8464,0.022111257538199425,-0.13272351026535034,0.37721607089042664,-0.41513344943523406,0.594805508852005
1,Day 1,1,Tray 1,DJI_20260618123542_0001,65,7,5,8464,0.27922844886779785,0.22595077753067017,0.22139306366443634,0.01063600126653912,0.5848665475845337,8464,-0.055672794580459595,-0.11721273511648178,0.24427781999111176,-0.3523778021335602,0.333127424120903,8464,0.0048282393254339695,-0.17189835011959076,0.39597785472869873,-0.5067133247852326,0.6008365750312805
1,Day 1,1,Tray 1,DJI_20260618123542_0001,66,7,6,8464,0.2707277834415436,0.2590315043926239,0.23290486633777618,-0.019273081608116534,0.542684668302536,8464,-0.08741538971662521,-0.15288633108139038,0.23625756800174713,-0.396810919046402,0.23336153924465178,8464,-0.05410374328494072,-0.20264317095279694,0.3736977279186249,-0.4766601353883743,0.5035132586956024
1,Day 1,1,Tray 1,DJI_20260618123542_0001,67,7,7,8464,0.25200146436691284,0.16441285610198975,0.2131933867931366,-0.004566209856420755,0.5257180988788605,8464,-0.11491824686527252,-0.18731872737407684,0.2123408019542694,-0.4088467419147491,0.1836462959647178,8464,-0.10270503163337708,-0.20939160883426666,0.33131423592567444,-0.4915316104888916,0.45481815934181213
1,Day 1,1,Tray 1,DJI_20260618123542_0001,68,7,8,8464,0.22231023013591766,0.15260204672813416,0.1998012363910675,0.0381903398782015,0.48547717928886414,8464,-0.1413254737854004,-0.19003890454769135,0.1998833268880844,-0.4249213933944702,0.12012600079178805,8464,-0.1454760730266571,-0.22056631743907928,0.29422810673713684,-0.5156558156013489,0.3776662349700928
1,Day 1,1,Tray 1,DJI_20260618123542_0001,69,7,9,8464,0.20274463295936584,0.14822827279567719,0.17377954721450806,0.08984673544764518,0.4688057392835617,8464,-0.16513986885547638,-0.192993625998497,0.15869295597076416,-0.3233248263597488,0.06836141645908354,8464,-0.15660710632801056,-0.22917604446411133,0.2944798469543457,-0.46973007321357724,0.4061230540275572
1,Day 1,1,Tray 1,DJI_20260618123542_0001,70,7,10,8464,0.22334806621074677,0.16962119936943054,0.17326471209526062,0.026162362098693867,0.47407258749008174,8464,-0.11717931181192398,-0.17214396595954895,0.18670344352722168,-0.334969812631607,0.16732254773378372,8464,-0.07452977448701859,-0.20292897522449493,0.3196137547492981,-0.40626299381256104,0.5101473748683929
1,Day 1,2,Tray 2,DJI_20260618123812_0002,1,1,1,8464,0.22173619270324707,0.1483910232782364,0.1873643696308136,0.09198255985975266,0.5044364154338836,8464,-0.10214850306510925,-0.1704053282737732,0.2007119208574295,-0.2769034534692764,0.1972652971744537,8464,0.047292519360780716,-0.1838681697845459,0.3843519985675812,-0.39733542501926417,0.634591269493103
1,Day 1,2,Tray 2,DJI_20260618123812_0002,2,1,2,8464,0.2791534960269928,0.18174028396606445,0.17464403808116913,0.11728716418147088,0.5147421002388001,8464,-0.04256400838494301,-0.11069975048303604,0.1794154793024063,-0.20501317232847213,0.2087914794683456,8464,0.1831003725528717,0.33838561177253723,0.3624553382396698,-0.21711993217468262,0.6386607885360718
1,Day 1,2,Tray 2,DJI_20260618123812_0002,3,1,3,8464,0.2815455198287964,0.20017139613628387,0.17872698605060577,0.11817469894886017,0.5255867958068847,8464,-0.0417543426156044,-0.11373865604400635,0.2058708369731903,-0.22839628159999847,0.27895994782447814,8464,0.12023936212062836,0.07425642013549805,0.364431768655777,-0.2958245664834976,0.6220116138458252
1,Day 1,2,Tray 2,DJI_20260618123812_0002,4,1,4,8464,0.32293418049812317,0.3844444453716278,0.17787711322307587,0.12477468699216843,0.517368620634079,8464,-0.012719023041427135,0.007655509281903505,0.20003968477249146,-0.2159468039870262,0.2720319062471389,8464,0.1998562514781952,0.3621385097503662,0.3708081543445587,-0.30732133984565735,0.6456965744495391
1,Day 1,2,Tray 2,DJI_20260618123812_0002,5,1,5,8464,0.3144809305667877,0.3782029151916504,0.17785242199897766,0.10822878777980804,0.5083861529827117,8464,-0.05072179436683655,-0.031216517090797424,0.2107546031475067,-0.3510138005018234,0.2143821656703949,8464,0.10897553712129593,0.26183828711509705,0.37706607580184937,-0.43260773122310636,0.5778092145919799
